I NEAREST FINAL TOUR
0 29158 29158 0 94 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 89 20 85 48 29 74 79 19 37 45 24 8 67 9 62 30 47 50 0 
1 26862 26610 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 41 13 63 81 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 47 30 62 1 
2 29925 29889 2 10 92 84 72 52 69 38 39 66 4 61 25 99 55 68 74 29 79 19 37 85 48 67 9 20 89 0 94 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 45 24 8 31 58 75 98 7 28 96 90 27 50 62 30 47 2 
3 26023 26023 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 42 88 86 59 73 65 93 56 33 6 83 57 51 53 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 87 21 22 54 62 30 47 50 3 
4 28478 27887 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 62 30 47 50 8 24 45 94 0 89 20 9 67 48 85 37 19 79 29 74 61 4 
5 26339 26339 5 3 82 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 42 88 86 59 73 65 93 56 33 6 83 57 51 53 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 87 21 22 54 81 32 14 50 47 30 62 5 
6 27523 27513 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 62 30 47 50 6 
7 29528 29191 7 98 96 75 58 31 50 47 30 62 9 67 24 8 45 37 19 79 74 29 48 85 20 89 0 94 90 27 2 10 92 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 71 36 87 22 21 54 49 15 76 23 17 40 43 18 91 95 35 44 16 77 12 1 41 13 63 81 32 14 5 82 3 65 73 59 86 88 42 53 51 57 83 6 33 56 93 34 60 26 70 11 97 28 7 
8 28343 28343 8 24 45 89 0 94 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 20 85 48 29 74 79 19 37 67 9 62 30 47 50 8 
9 28461 28427 9 67 85 48 29 74 79 19 37 45 24 8 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 0 94 89 20 50 47 30 62 9 
10 29080 29077 10 92 50 47 30 62 20 94 0 89 8 24 45 37 19 79 74 29 48 85 67 9 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 71 36 87 22 21 54 49 15 76 23 17 40 43 18 91 95 35 44 16 77 12 1 41 13 63 81 32 14 5 82 3 65 73 59 86 88 42 53 51 57 83 6 33 56 93 34 60 26 70 11 97 75 58 31 28 7 98 96 90 27 2 10 
11 28975 28975 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 70 9 67 62 30 47 50 11 
12 26710 26388 12 77 16 44 35 95 91 18 43 40 17 23 76 15 1 41 13 63 81 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 47 30 62 12 
13 27064 27064 13 63 81 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 42 88 86 59 73 65 3 82 5 14 32 47 30 62 50 54 21 22 87 53 51 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 13 
14 25884 25884 14 32 5 3 82 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 42 88 86 59 73 65 93 56 33 6 83 57 51 53 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 87 21 22 54 81 47 30 62 50 14 
15 26629 26374 15 1 12 77 16 44 35 95 91 18 43 40 17 23 76 49 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 62 30 47 50 67 9 75 58 31 28 7 98 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 36 71 33 8 24 45 37 19 79 74 29 48 85 20 89 0 94 97 11 70 26 34 60 93 56 6 83 57 51 53 87 22 21 54 15 
16 26669 26669 16 44 35 95 91 18 43 40 77 12 1 41 13 63 81 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 76 23 17 15 62 30 47 50 16 
17 27855 27855 17 23 76 15 1 12 77 16 44 35 95 91 18 43 40 62 30 47 81 63 13 41 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 17 
18 26883 26883 18 91 95 35 44 16 40 77 12 1 41 13 63 81 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 76 23 17 15 62 30 47 50 43 18 
19 28711 28669 19 79 37 85 48 29 74 68 25 99 55 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 45 24 8 89 0 94 20 9 67 50 47 30 62 19 
20 28730 28715 20 89 0 94 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 45 8 24 37 19 79 29 74 48 85 67 9 62 30 47 50 20 
21 26104 26104 21 22 87 54 49 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 62 30 47 50 51 53 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 21 
22 26081 26081 22 21 87 54 49 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 62 30 47 50 51 53 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 22 
23 28021 28021 23 17 76 15 1 12 77 16 44 35 95 91 18 43 40 62 30 47 81 63 13 41 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 23 
24 28359 28343 24 8 50 47 30 62 9 67 37 19 79 74 29 48 85 20 75 58 31 28 7 98 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 71 36 87 22 21 54 49 15 76 23 17 40 43 18 91 95 35 44 16 77 12 1 41 13 63 81 32 14 5 82 3 65 73 59 86 88 42 53 51 57 83 6 33 56 93 34 60 26 70 11 97 94 0 89 45 24 
25 29553 29097 25 99 55 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 28 7 98 75 58 31 8 24 45 46 80 78 64 71 36 87 22 21 54 49 15 76 23 17 40 43 18 91 95 35 44 16 77 12 1 41 13 63 81 32 14 5 82 3 65 73 59 86 88 42 53 51 57 83 6 33 56 93 34 60 26 70 11 97 94 0 89 20 9 67 48 85 37 19 79 29 74 68 50 47 30 62 25 
26 27927 27927 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 62 30 47 50 26 
27 29563 29563 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 94 0 89 20 85 48 29 74 79 19 37 45 24 8 67 9 62 30 47 50 27 
28 29251 29251 28 7 98 96 75 58 31 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 94 0 89 20 85 48 29 74 79 19 37 45 24 8 67 9 62 30 47 50 28 
29 27765 27604 29 74 62 30 47 50 8 24 45 75 58 31 28 7 98 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 71 36 87 22 21 54 49 15 76 23 17 40 43 18 91 95 35 44 16 77 12 1 41 13 63 81 32 14 5 82 3 65 73 59 86 88 42 53 51 57 83 6 33 56 93 34 60 26 70 11 97 94 0 89 20 9 67 48 85 37 19 79 29 
